1.0,0.0,0.0,0.0,0.2,0.2, 43.382, 57.4, 43.382, 44.9, 1.053 
1.05,0.0,0.0,0.0,0.2,0.2, 42.215, 55.9, 42.215, 43.6, 1.025 
1.0,0.00025,0.0,0.0,0.2,0.2, 43.369, 57.4, 43.369, 44.9, 1.052 
1.0,0.0,0.00025,0.0,0.2,0.2, 43.374, 57.4, 43.374, 44.9, 1.052 
1.0,0.0,0.0,0.00025,0.2,0.2, 43.382, 57.4, 43.382, 44.9, 1.052 
1.0,0.0,0.0,0.0,0.21000000000000002,0.2, 43.390, 58.0, 43.390, 45.3, 1.063 
1.0,0.0,0.0,0.0,0.2,0.21000000000000002, 43.378, 58.3, 43.378, 45.3, 1.069 
1.0166666666666666,8.333333333333333e-05,8.333333333333333e-05,8.333333333333333e-05,0.2033333333333333,0.18999999999999995, 42.985, 57.6, 42.985, 44.9, 1.055 
1.0222222222222221,0.0001111111111111111,0.0001111111111111111,0.0001111111111111111,0.19111111111111112,0.19666666666666666, 42.843, 57.7, 42.843, 45.2, 1.058 
1.0166666666666666,8.333333333333333e-05,8.333333333333333e-05,8.333333333333333e-05,0.19583333333333333,0.19749999999999998, 42.977, 56.8, 42.977, 44.3, 1.041 
1.0055555555555555,2.7777777777777772e-05,2.7777777777777772e-05,2.7777777777777772e-05,0.19527777777777777,0.20916666666666667, 43.239, 58.1, 43.239, 45.2, 1.065 
1.0138888888888888,6.944444444444444e-05,6.944444444444444e-05,6.944444444444444e-05,0.20131944444444444,0.19479166666666664, 43.050, 58.7, 43.050, 45.9, 1.077 
1.0333333333333332,4.1666666666666665e-05,4.1666666666666665e-05,4.1666666666666665e-05,0.19791666666666669,0.19874999999999998, 42.593, 57.3, 42.593, 44.7, 1.050 
1.025,0.0,0.0,0.000125,0.2,0.2, 42.791, 56.3, 42.791, 44.0, 1.032 
1.025,0.000125,0.0,0.0,0.2,0.2, 42.785, 56.5, 42.785, 44.1, 1.036 
1.025,0.0,0.000125,0.0,0.2,0.2, 42.788, 56.3, 42.788, 43.9, 1.031 
1.025,0.0,0.0,0.0,0.2,0.2, 42.791, 56.3, 42.791, 43.9, 1.032 
1.0333333333333332,4.1666666666666665e-05,4.1666666666666665e-05,4.1666666666666665e-05,0.20166666666666666,0.19499999999999998, 42.597, 55.3, 42.597, 43.2, 1.013 
1.0277777777777781,1.3888888888888886e-05,1.3888888888888886e-05,1.3888888888888886e-05,0.20263888888888887,0.19958333333333328, 42.728, 57.7, 42.728, 45.0, 1.058 
1.0319444444444446,3.472222222222222e-05,3.472222222222222e-05,3.472222222222222e-05,0.19909722222222223,0.1989583333333333, 42.626, 57.3, 42.626, 44.7, 1.051 
1.0416666666666665,2.0833333333333333e-05,2.0833333333333333e-05,2.0833333333333333e-05,0.20083333333333334,0.1975, 42.406, 56.0, 42.406, 43.6, 1.026 
1.0291666666666666,2.0833333333333333e-05,8.333333333333334e-05,2.0833333333333333e-05,0.20083333333333334,0.1975, 42.691, 57.5, 42.691, 44.8, 1.054 
1.0291666666666666,2.0833333333333333e-05,2.0833333333333333e-05,2.0833333333333333e-05,0.20083333333333334,0.1975, 42.694, 57.6, 42.694, 44.9, 1.055 
1.0291666666666666,2.0833333333333333e-05,2.0833333333333333e-05,8.333333333333334e-05,0.20083333333333334,0.1975, 42.694, 57.7, 42.694, 45.0, 1.057 
1.0291666666666666,8.333333333333334e-05,2.0833333333333333e-05,2.0833333333333333e-05,0.20083333333333334,0.1975, 42.691, 57.6, 42.691, 44.9, 1.055 
1.0333333333333332,4.1666666666666665e-05,4.1666666666666665e-05,4.1666666666666665e-05,0.19979166666666667,0.19687499999999997, 42.595, 57.1, 42.595, 44.5, 1.046 
1.0361111111111112,5.555555555555557e-05,5.555555555555557e-05,-2.777777777777778e-05,0.20076388888888888,0.19645833333333335, 42.531, 56.6, 42.531, 44.1, 1.038 
1.038425925925926,6.712962962962964e-05,6.712962962962964e-05,1.8518518518518518e-05,0.20074074074074075,0.19611111111111107, 42.477, 56.6, 42.477, 44.1, 1.037 
1.0415123456790123,-7.716049382716048e-07,8.256172839506175e-05,1.7746913580246913e-05,0.2007098765432099,0.19564814814814807, 42.408, 56.2, 42.408, 43.7, 1.030 
1.0456275720164612,5.452674897119343e-05,1.98045267489712e-05,1.671810699588477e-05,0.20066872427983537,0.19503086419753085, 42.315, 56.1, 42.315, 43.6, 1.028 
1.045558984910837,3.798010973936902e-05,5.418381344307275e-05,-1.2431412894375862e-05,0.202002743484225,0.19504115226337448, 42.318, 56.0, 42.318, 43.6, 1.027 
1.0459304983996345,1.823273891175127e-05,3.9837677183356216e-05,6.212848651120255e-05,0.20144347279378141,0.1949854252400548, 42.309, 55.1, 42.309, 42.9, 1.010 
1.050840192043896,-4.2866941015089004e-07,3.197873799725654e-05,0.00010708161865569271,0.2017832647462277,0.19424897119341555, 42.201, 54.9, 42.201, 42.7, 1.006 
1.0477537722908095,-1.5860768175583e-05,1.654663923182443e-05,4.535322359396433e-05,0.20181412894375858,0.19471193415637855, 42.272, 55.7, 42.272, 43.3, 1.021 
1.0467478280749887,4.701074531321445e-05,-2.0890489254686798e-05,5.532693187014174e-05,0.2022130772748056,0.1948628257887517, 42.293, 55.0,0
1.043006020423716,-1.0792943148910243e-05,2.8301707056851103e-05,6.922534674592287e-05,0.20276901386983695,0.19542409693644253, 42.378, 55.3, 42.378, 43.1, 1.014 
